#{"t_start": 1762037058.5871866, "env_id": "None"}
r,l,t
-4546.548667,866,190.488635
4808.1,340,191.611305
-5925.359333,1375,194.231402
2085.454667,1008,196.326301
-5080.298667,1538,199.055027
4589.176,340,200.135178
-4538.908,1180,202.424267
2873.106,1388,204.920321
-6476.828667,1330,209.894831
-5869.248667,1427,212.643586
-5040.711333,1774,215.636978
4276.178667,414,216.781557
2139.231333,1618,219.64818
2822.178762,1166,221.917948
-4613.401333,941,226.364973
-4972.337333,1392,229.050433
-4233.338,711,230.813172
1845.873333,1262,233.85027
2036.387333,1622,237.71892
-5126.978,979,240.430634
3219.644,938,242.920055
1481.219143,1534,249.067384
4508.096,340,250.29448
-5059.034476,1093,252.798113
-4302.162,1052,255.185777
-5302.355905,1192,258.083184
4698.225333,340,259.408598
-4120.251333,987,262.257535
-5869.976667,1354,265.644861
1722.512667,1736,272.27507
71.159143,2290,277.309364
-4605.228667,886,279.754078
-3224.538,672,281.865822
4826.142,340,283.250358
-5323.542,1266,286.532784
-5717.99,1230,289.91125
-5900.959238,1645,296.418135
-4994.24,1286,299.736183
-4769.277238,1041,302.514291
-6174.508,1573,306.398171
-4895.566,876,308.860897
-5391.334095,1113,311.798386
-5541.539333,1131,314.840915
2808.580095,1422,323.706924
-6363.435238,1865,328.660771
-6336.511333,1553,332.252918
-7231.174667,2039,336.500345
3042.166667,1436,340.713045
-5961.395143,1501,348.58656
-4876.869524,2700,355.368273
1936.234952,1873,360.720776
1504.537333,1669,365.525744
-3687.688667,671,371.685372
-4286.231143,779,374.384068
-4542.780667,754,377.15111
-4639.229333,756,379.976603
-4823.519333,944,383.246716
3198.126952,1120,387.062548
3243.988,1103,390.406783
4627.534,340,392.111238
-5146.811333,891,394.915191
-5127.936,1578,401.923989
3521.565333,834,404.745841
-5020.031333,1193,407.932684
2190.969429,1642,412.174266
3830.654,854,414.878258
4553.558667,340,416.339253
-5036.168,999,419.423712
-5044.264095,1645,423.534459
1292.384667,1595,430.861186
3808.036,1033,433.81477
-3836.436,722,436.196164
-4463.804667,932,439.049933
-5263.707333,1173,442.16483
2829.088667,1087,445.156876
1510.056667,1459,448.931424
3061.827333,922,454.87733
4769.454667,340,456.264338
4324.488,340,457.675592
-5413.243333,1470,461.428816
-4589.592,926,464.37177
-6139.039238,1584,468.317746
-4840.7,862,470.839611
-4941.117333,1238,474.195656
-5912.716,1433,480.776963
-3937.564667,1153,484.115856
3020.257333,925,487.142082
-3498.87019,819,489.693451
3644.447143,1140,493.024507
4610.294,340,494.709991
1989.868667,1348,498.544533
-5212.303333,1154,501.88128
4203.8,340,503.361445
-6551.98419,1617,510.697226
2585.152667,1064,513.801625
3911.074,1037,516.759966
2356.504667,1270,520.079049
4764.044,340,521.469577
2446.552,1178,524.760569
2990.801333,1170,527.974762
-5253.107333,1157,534.533324
1497.190667,1766,539.301776
-4267.408,1070,541.937253
-5477.378,1628,545.580301
2964.168,866,548.336998
-4524.187333,1185,551.466542
-4540.713333,1105,554.373314
-5965.507714,2042,561.329943
1919.272,1459,565.113392
2956.151333,1181,568.169388
2464.606857,1435,571.755173
3216.171333,1044,574.664713
-4370.26019,1300,581.027452
3224.772,938,583.960537
4183.976,414,585.439166
3221.621333,1038,588.340518
725.932,1813,592.692126
-4078.044,762,595.076837
3881.382095,411,596.6387
-8384.084857,2196,601.849834
4781.59381,360,606.358528
-3615.945333,732,608.865585
1181.823333,1440,612.554314
3498.411333,807,614.923933
3443.77,880,617.399065
2679.886,1140,620.47779
3709.516,884,622.949043
4646.5,340,624.542186
-4883.246667,1487,628.279571
2973.512,1263,634.635509
3993.788667,768,637.065887
3239.125524,1193,640.415695
4575.846667,340,642.114751
3832.676,1046,645.056128
3617.642,892,647.602337
-4579.532,833,650.007579
2227.594,1171,653.195743
-5823.696,1694,659.928829
2835.686762,1240,663.254234
-3657.534,961,665.768722
4400.680286,413,667.215278
-6711.968286,1680,671.269521
-7324.486,1752,675.410266
2221.921238,1301,681.505933
2729.092857,1033,684.357045
-4769.659333,962,686.982118
-3973.394,784,689.406699
-5015.030667,1042,692.503773
-4857.956667,1031,695.694831
-4503.432095,905,698.199553
-5564.039333,1100,701.26065
4685.125333,340,702.63814
4153.109333,414,704.140989
3419.783333,798,709.777465
4710.238667,340,711.36979
1330.286762,2030,716.290999
-4384.589333,1183,719.527969
2880.347333,1267,722.798084
-7972.89,2585,728.725359
652.809524,1445,735.022538
3481.669619,931,737.828256
-4680.827333,841,739.971825
3608.143333,1161,743.05599
2720.809333,1468,746.822598
4353.728,414,748.322378
4046.338667,414,749.974073
3645.216667,578,752.159243
1638.629333,1611,759.16757
793.460667,1694,763.359664
3259.746667,779,765.817191
-5017.535333,1154,768.965245
3079.398762,1088,771.761658
-6288.209333,1720,775.586017
4748.636,340,776.94362
2089.607333,1366,783.178149
-4732.820667,897,786.114343
2459.556667,1435,789.692445
-5646.851333,1261,793.05776
3943.758,878,795.534388
3323.892,936,798.142615
1826.78,1406,801.531427
-3896.273333,668,803.328261
2437.794762,1522,810.201258
3318.214667,981,813.065801
-5995.276476,1446,816.73487
-5742.732667,1624,820.668614
-5345.922476,1114,823.602996
4662.585333,340,825.132082
-6039.392667,1293,831.567251
2445.371333,1285,835.039084
1318.640571,1582,838.948697
1318.880667,1642,842.996718
-5088.964857,1170,846.002179
-4702.924381,2700,853.405878
-5008.518571,1071,856.422152
4756.646,340,857.782235
2635.36,1174,860.849236
1343.21,1971,865.403643
3459.578667,1031,868.332807
-7212.871048,2122,876.108824
940.446476,1871,880.709473
4283.321905,410,882.195184
3790.332667,866,885.028345
-3657.485333,656,887.322543
4604.957333,340,888.746267
-6133.236667,1658,893.207784
1998.933333,1298,896.515463
4833.432,340,897.913638
4651.066667,340,899.286309
-3772.614667,914,905.009595
-5545.035333,1196,908.305851
4554.013333,340,909.657757
-6473.254667,1533,912.91542
3405.16,1015,915.797534
4778.291333,340,917.181901
-6954.162667,1729,921.092016
-3489.767333,681,923.338332
2979.170476,1076,929.372011
-5360.854952,1550,933.250668
-7895.732,2467,937.810828
-5269.118667,1713,942.068405
-4776.17,923,944.835485
-4391.494,898,947.488751
-4240.314,1246,953.76894
-4126.051333,1083,956.701069
-3823.139333,1019,959.535819
2594.606857,1205,963.053648
-5632.758,1891,966.632546
-4983.010667,1033,969.423191
-5771.505333,1627,976.797649
2184.682667,1136,979.799037
4173.872,414,981.266066
-5039.514,1059,984.468899
3316.027333,1173,987.715582
-4340.09181,915,990.461058
-6582.215524,1797,994.944696
390.696952,2542,1003.481981
3345.824667,1260,1006.849137
-5268.794,1112,1009.854377
4643.120667,340,1011.197452
-5636.589333,1341,1014.727294
-4792.464,933,1017.467073
-6298.457333,1616,1024.434344
2477.210667,1015,1027.167297
1723.247619,1387,1030.578685
4697.895333,340,1031.975013
-3434.187333,792,1034.260048
-3445.281333,726,1036.479961
3356.52381,981,1039.167492
-4346.734,779,1041.542562
-3755.006667,1105,1044.51614
4195.27219,418,1046.043317
1684.876,1597,1052.993597
4345.516,340,1054.391023
-4419.78,953,1057.076783
-6129.424667,1486,1060.747836
2897.908,1221,1064.063511
3400.144,1061,1067.2962
-4268.088667,1118,1070.384222
2894.586,1114,1076.41386
4333.770667,340,1077.953399
4244.242,489,1079.761259
2093.429333,1395,1083.589527
-6727.555524,2307,1089.152361
-5300.477333,1186,1091.74407
-5207.329333,1138,1094.454324
-5343.526667,1449,1101.042366
3734.338667,688,1103.19276
-4273.569333,1234,1105.835506
-5430.963333,1229,1108.45554
-4946.003714,1751,1112.547228
2821.996667,1270,1115.896105
-5021.866,1167,1119.058647
2125.726667,1380,1125.457752
3659.063429,989,1128.200796
938.627333,2043,1132.919768
-5758.953143,1297,1136.232053
4751.721333,340,1137.569674
-4921.669333,1279,1140.785888
-5399.462667,1717,1147.523407
-4639.447333,1488,1151.127628
-7031.268667,1778,1155.453068
-4286.108,875,1158.202537
4730.823333,340,1159.667515
4732.151333,340,1161.40003
4352.603905,444,1163.0006
-5391.556,1093,1166.334784
-4103.554667,664,1168.479029
3509.551333,739,1173.773084
2116.065333,1537,1177.633657
-4686.793333,991,1180.311052
-6907.578,1548,1183.641949
-6090.366952,1951,1188.110582
-4119.358,964,1190.948164
-6870.012,2022,1197.669853
-4449.385333,807,1200.093816
2889.645333,1150,1203.132951
2275.09,1343,1206.569506
-4958.707333,1041,1209.590463
3486.192571,1152,1212.796619
4986.985333,340,1214.168038
-4695.979905,869,1219.71374
-4269.20819,990,1222.523674
-4669.789333,872,1225.059877
2876.132667,1147,1228.339907
-4212.153333,1085,1231.152302
-3709.489333,800,1233.566421
2329.560667,1702,1237.681708
-3972.196667,989,1240.345531
-4638.508,1228,1246.614202
1843.350667,1351,1250.209134
-4274.820476,937,1252.949379
3685.489333,717,1255.346564
2914.486,1037,1258.234627
4902.118,340,1259.820675
-5254.01419,967,1262.779843
2813.990667,1043,1265.664484
4263.506667,340,1266.998098
-5270.209333,1341,1273.192421
-4582.053333,883,1275.678845
4202.92019,414,1277.152684
4153.558095,425,1278.691801
-3959.065333,1011,1281.491703
-3830.772667,636,1283.56614
2758.619333,1157,1286.63733
-3421.440667,852,1289.091856
-3847.921333,1164,1292.341586
-5627.963429,1892,1299.752792
3928.314667,1225,1302.964008
2079.301333,1518,1306.708945
4196.718286,428,1308.21175
-3781.676667,783,1310.65638
-6129.159333,1421,1313.534294
-5416.836,1444,1317.014371
-4542.822667,1315,1323.193967
-5314.738,1228,1326.189985
1467.932,1640,1329.973851
-5071.095333,1334,1333.260828
-4058.905333,1071,1336.021578
3461.932,1001,1338.73543
4757.081333,340,1340.079399
-4953.09419,1505,1347.013272
-5062.435333,1027,1349.982711
3269.169333,1357,1353.324774
4055.677333,711,1355.635253
-4523.996,1291,1358.937767
2808.182,1085,1361.998384
-5021.818857,1506,1368.441724
2871.484667,1234,1371.731749
-4067.91,1078,1374.632278
-5981.560667,1608,1378.61565
-4165.171333,864,1381.140442
2215.061333,1203,1384.264082
-3846.209333,945,1386.946201
-5088.345333,1463,1393.637067
1783.948,1565,1397.44628
-4746.025333,1141,1400.43145
4645.118,340,1401.769315
3904.417333,944,1404.611862
-6716.278476,1953,1408.388773
3952.874571,425,1409.853037
2291.136286,1235,1412.899817
1431.308667,1851,1419.861101
-5173.138,1174,1422.885952
2689.345333,1147,1426.016956
4164.391333,414,1427.523706
4643.897333,340,1429.084824
-3871.531333,923,1431.69684
4324.969333,414,1433.183627
-5380.117714,1283,1436.780114
3562.446,1186,1442.932893
-5709.332,1556,1446.965111
2853.132,1117,1450.005318
-4177.610667,1081,1453.086315
4639.496,340,1454.61148
2527.942571,1410,1458.399895
3144.192667,1021,1461.314082
-4473.879333,1492,1467.359642
2000.035333,1193,1470.875847
-4156.640667,735,1472.905112
2010.112667,1229,1476.403146
3459.138667,996,1479.287283
3968.537333,653,1481.423108
-5630.451238,1273,1484.831034
3783.511048,463,1486.358469
4164.636,414,1487.875224
4383.481429,424,1489.577473
-4692.416,1540,1496.465112
4393.002095,419,1497.990635
4095.250667,641,1500.062501
3059.629333,952,1502.835973
2603.813333,1153,1505.746636
-4443.544,880,1508.360205
1843.204667,2074,1513.18124
-6849.570857,2496,1521.740206
-4128.688,1074,1524.169024
2266.26,1676,1528.251802
3553.279333,769,1530.64183
-4098.719333,947,1533.517935
3483.556667,1051,1536.449033
-3649.101333,830,1539.137626
-3598.912667,688,1544.294617
3521.557333,921,1546.957944
-5524.03581,1456,1550.587882
-3686.994667,781,1552.903475
-5126.352476,1296,1556.162183
2410.642667,1238,1559.373374
-6327.191333,1380,1562.836574
-4552.244667,844,1568.317922
-4839.720667,836,1571.005785
-5096.425333,1406,1574.626347
4379.239619,426,1576.182549
1346.65819,1822,1580.612986
4183.977333,414,1582.055738
4809.694,340,1583.420755
4831.706667,586,1585.356927
3042.235333,881,1588.339839
-3472.64,1008,1594.393261
4180.341524,413,1595.894311
-4056.552667,1081,1599.124826
-4392.372667,1178,1602.347809
3480.966667,841,1604.912916
2402.388667,1209,1608.114089
-5959.401333,1552,1612.0296
-4797.202,1153,1615.202585
-4692.972667,1334,1621.446652
-5333.65019,1380,1624.918392
4182.821333,414,1626.406745
3820.720667,807,1628.671579
-3987.118095,1265,1631.983483
-5151.382667,1207,1635.082822
1261.179333,1565,1638.95807
4263.47,543,1640.840697
-4320.365333,1091,1646.607924
2034.390667,1467,1650.09269
3379.268,624,1652.220949
2575.165429,1277,1655.497385
-6932.828,1873,1658.845562
2567.274,924,1661.392692
-5315.347333,1560,1667.967985
-6472.166667,1695,1671.474625
-5275.152,1376,1675.136176
3051.448667,1020,1677.810009
-4297.724,789,1680.163317
2233.134667,1306,1683.765526
4559.761333,340,1685.073031
4281.796571,425,1686.542001
-5541.305333,1387,1693.0617
4177.556,414,1694.545066
2539.589333,1302,1698.195153
4766.442667,340,1699.519403
2561.860667,960,1702.36127
-4995.75,1062,1705.130643
-4556.229333,1258,1708.445918
-5400.349143,1342,1711.367204
-4375.218,679,1716.611705
4583.876,340,1718.068806
1843.456667,1497,1722.108874
4052.434667,414,1723.684461
-7038.698667,1648,1727.662791
-3890.752,811,1730.054758
2260.036857,1651,1733.969921
-4296.102,1203,1737.207075
4807.894667,340,1738.549647
-3992.785333,1083,1744.128562
2656.096,1008,1747.059326
4911.516,340,1748.439743
-4134.224667,970,1750.819879
2682.904,1104,1754.006438
-4663.211333,1696,1758.246004
2911.33,1089,1761.251746
4444.413333,340,1762.671631
-4611.965333,822,1768.185076
3413.257333,899,1770.834321
-4020.267905,909,1773.433469
-5232.166762,1096,1776.482501
3336.49219,973,1779.143419
-4278.774667,949,1781.945021
2306.021333,1499,1785.980631
2637.922667,1481,1789.675685
-5050.666,969,1795.416982
2826.014667,1080,1798.242803
3601.704,798,1800.659636
2917.710095,1061,1803.513268
1660.380667,1537,1807.298585
-3869.213333,1002,1810.132851
3233.228381,973,1812.91711
-6548.9,2700,1820.507211
-7802.184,2178,1824.61311
-6698.942,1748,1828.735301
-3781.424762,977,1831.429713
1539.519238,1614,1838.145842
-4053.945333,970,1840.918387
-4053.324667,1082,1843.813526
2883.342667,939,1846.334706
-6196.250095,1372,1849.760947
-3610.652,953,1852.391911
4067.49819,484,1853.920223
2994.159333,841,1856.315718
-4121.572667,1303,1862.532339
1053.777143,1941,1867.239309
2180.354762,1749,1871.467364
-6401.947333,1696,1875.596985
-4796.595333,1027,1878.451749
3269.091333,1024,1881.56482
3602.547333,925,1886.948333
3276.662,1429,1890.676039
2467.256,1138,1893.7216
-4852.867333,1308,1897.13103
-5170.092667,969,1899.856481
-4089.554667,1038,1902.600199
-5597.048667,1700,1906.666339
-4798.18,1351,1912.924824
4272.486,414,1914.400958
4778.572,340,1915.790864
-5167.880476,1357,1918.822215
-5820.87581,1478,1922.427248
4676.710667,340,1923.755766
4157.02419,417,1925.24449
4554.005333,340,1926.768179
-5207.512667,1375,1930.289496
-3396.518,845,1935.901015
-4280.885333,746,1938.453323
2544.791714,1484,1942.142918
-5226.518,1103,1945.194552
2759.114667,1065,1948.114575
-6209.905333,1454,1951.804702
-4727.309333,1291,1955.120891
3733.342667,955,1960.937913
-4317.938,1117,1964.131367
4281.910762,413,1965.653689
-7046.444571,2128,1970.597448
2982.790476,1161,1973.760893
-4930.732571,1406,1977.360449
-5100.002,1429,1981.103559
-6914.670667,2102,1988.016966
2807.802,1008,1990.969045
4384.427333,739,1993.296712
-4913.477143,1176,1996.508259
-4091.186,1054,1999.448102
-5561.350286,1234,2002.718604
2205.428,1281,2008.982673
3107.988667,986,2011.767388
2609.596667,1200,2015.062503
1759.188,1585,2019.193426
-5966.590095,2080,2024.049428
-6218.32981,1568,2028.004615
4280.382667,825,2033.364358
-4449.614667,957,2036.233318
1920.696857,1413,2039.752767
4629.58019,340,2041.079289
-5834.269524,1356,2044.561779
-4918.862,996,2047.454896
-4587.55,954,2050.231781
-6154.628667,2143,2057.983907
2289.697333,1466,2061.540167
-5725.097905,1540,2065.355256
4707.699333,340,2067.01247
-5072.101333,1157,2070.389136
-6370.47981,2296,2074.706321
-4482.715619,1158,2080.912264
3669.725333,756,2083.229299
1154.536381,1679,2087.569665
-3577.037333,748,2089.786937
1417.624667,1561,2093.468309
-6014.204667,1593,2097.382026
2177.181333,1277,2100.771684
-5102.832667,1306,2107.367901
-3634.166667,1034,2110.224986
4740.28,340,2111.573067
-3855.415333,898,2114.400179
-4321.889333,951,2117.122964
3440.515333,907,2119.858884
4164.302,414,2121.543348
1507.829143,1976,2126.389542
4647.632,340,2127.704039
4168.796667,698,2132.985674
4829.777333,340,2134.396828
-3618.536667,831,2136.916754
4240.766667,737,2139.410872
4278.41419,413,2141.144239
-5307.048,1239,2144.443487
-4143.601333,854,2147.01288
3224.781333,824,2149.446476
-6193.689333,1588,2153.318832
4631.010667,340,2154.942041
4643.868,340,2156.566091
-5250.736667,1219,2162.901254
-5476.93619,1345,2166.507508
2277.630857,1272,2169.973633
-4348.106667,1000,2172.877176
4932.254,340,2174.268038
-6026.571333,1449,2177.919286
-3245.004,658,2179.970186
-3662.076667,1029,2185.656725
3208.603333,882,2188.220673
4649.952,414,2189.700327
-4828.934,1521,2192.828878
-5699.258,1689,2196.931456
-4290.893333,1075,2199.919327
1811.579333,1706,2204.185513
4795.742,340,2205.534616
3427.371333,1090,2211.727356
-5598.098,1495,2215.432723
2687.037333,1090,2218.414501
2666.571333,1441,2221.967619
2696.89,1202,2225.135037
4282.472,414,2226.554
-4187.954,1064,2229.475999
1547.297333,1570,2235.893497
-4309.137333,680,2238.105275
-4439.33019,1338,2241.550729
3708.550667,877,2244.420476
4694.417333,340,2245.71449
-4461.694476,846,2248.157049
4304.213333,414,2249.599415
-4466.581333,1004,2252.233262
-5064.079333,1452,2255.885104
3837.827238,1033,2261.451688
-5868.456667,1510,2265.24078
3256.041524,1037,2268.130999
4343.508667,414,2269.601645
4184.800667,786,2272.205651
-4020.397333,756,2274.764625
-4368.343333,871,2277.372961
-4481.192667,833,2279.698829
-4903.364667,1231,2285.83536
-6852.322667,1735,2289.397834
4274.734667,414,2290.887466
-4349.821333,1318,2293.700069
3597.543333,1218,2297.136403
1270.046667,1618,2300.964451
-3544.677333,713,2302.838407
3225.213333,1042,2308.454299
2958.229714,1311,2311.868234
-5019.693333,926,2314.439558
-6011.466762,1574,2318.171688
4142.204,340,2319.526394
-3724.214857,838,2322.014967
-5101.341333,1424,2325.699926
4654.963333,340,2327.120179
-4088.272,817,2329.585899
-4496.448667,1291,2336.25638
4769.407333,340,2337.837574
-4959.671333,1061,2340.38285
4049.808667,427,2341.919902
2882.336,972,2344.689232
3319.31,936,2347.502683
3113.847333,970,2350.304896
2978.143429,1072,2353.457828
2489.325714,1311,2356.890774
-5208.62,1326,2363.203617
891.396286,2156,2368.181917
-5930.046,1446,2371.959845
-5692.495714,1594,2375.988956
3010.483333,875,2378.625672
-4503.661524,914,2384.24282
-6990.474,1854,2387.981012
3472.861429,1052,2390.980726
4853.894,340,2392.387558
4812.176,340,2393.738487
4075.279333,414,2395.416754
-4807.519619,1181,2398.479214
-4138.021333,927,2401.215068
-5402.276,1219,2403.854163
-4548.07,1197,2409.669908
-3468.976667,887,2412.341412
3936.96,726,2414.669343
-4018.048,970,2417.349268
2267.666667,1086,2420.180918
-6294.742,1472,2423.219915
-3872.509333,894,2425.790933
-6701.042,1801,2432.918396
-3641.928667,924,2435.109263
-5124.877143,1616,2439.278258
3555.900667,841,2441.764962
-5224.051333,1431,2445.285851
-3838.384,1004,2447.950464
-5173.294667,1479,2451.585384
-5205.54,1298,2457.673903
1118.784476,1805,2462.071124
-3492.609333,1030,2464.820436
-5662.056762,1881,2469.281422
2898.748667,1141,2472.369132
-5884.968,1241,2475.656021
3298.858,812,2481.248501
3577.268667,858,2483.731957
-6298.386,1748,2487.30732
-4937.215524,1300,2490.616052
4058.718667,414,2492.165992
-3853.486,929,2494.857548
3944.344095,432,2496.441253
4925.745333,340,2497.85078
-4745.556,1269,2501.330064
-4082.038,849,2506.578507
1937.612667,1386,2510.077249
-4372.656857,1029,2513.040864
-4489.597333,1046,2515.981518
892.533333,1760,2520.348108
-4066.620762,1061,2523.358414
3613.921333,1158,2526.50093
-4338.138667,752,2531.806626
4258.97,414,2533.482964
3247.653333,1183,2536.899943
1791.437143,1490,2540.642503
4280.562667,414,2542.073068
2950.287143,908,2544.752725
-5047.349333,1241,2547.904102
3090.694476,967,2550.89707
-3688.514,757,2553.300723
-6408.889333,1553,2560.006411
-3620.662667,782,2562.343765
-5205.535333,1207,2565.520765
1995.48381,1492,2569.253856
1693.162667,1275,2572.405428
2545.855333,1567,2576.074595
-3812.954667,726,2581.088099
-3713.956667,974,2583.822935
4391.227333,414,2585.33989
2507.192476,835,2588.212175
2976.793333,1031,2590.993356
2640.373333,1109,2594.079465
1817.574667,1244,2597.46864
-5074.580095,1400,2600.997903
-6128.572,1391,2607.276447
3160.662,768,2609.667681
-6897.026,1810,2613.842789
108.224,1156,2616.883931
4414.735048,428,2618.391688
3778.00619,689,2620.875959
-5017.703333,909,2623.538932
3152.38,1164,2626.608811
-4460.49,1044,2632.425868
3456.076,1396,2635.868978
-3839.193333,1022,2638.898363
-5979.278476,2700,2643.726241
-3647.934667,613,2645.912047
4389.852,414,2647.61835
-4777.709333,1252,2651.169484
-4613.453333,1345,2657.638028
-7241.722762,2000,2662.450686
-8342.526095,2569,2667.051804
-4274.254667,1297,2670.338505
3664.305333,759,2672.787791
-7403.670857,2050,2681.038862
-5769.357333,1542,2684.795439
-4818.251333,1013,2687.61138
4469.38,414,2689.349742
-4585.038,1405,2693.016706
3008.73,926,2695.641956
-5554.022095,1573,2702.53077
-5619.523333,1227,2705.98226
-3557.226,983,2708.663624
-4647.994857,1234,2711.911873
3891.894,919,2714.43221
-5621.730762,1397,2718.073159
1040.209619,1626,2722.116968
2677.266,1228,2728.290904
3757.209333,605,2730.44142
-4329.832667,824,2732.996263
3984.966,834,2735.479742
-3960.796667,1191,2738.872835
2490.294,1133,2742.049287
-5981.721333,1664,2746.043281
-4520.175333,860,2751.53902
2659.312667,990,2754.418462
-4478.049333,1588,2758.333109
3075.287333,943,2761.076393
-5623.586,1538,2764.968487
-4594.799714,1066,2768.033127
-5141.673333,1277,2771.380485
-6247.904667,1521,2777.428015
1727.994,1406,2781.088624
2917.782,1472,2784.864203
2062.396667,1928,2789.501241
1224.506667,1824,2793.774298
4911.482,340,2795.130783
-5443.759333,1270,2801.391766
3655.234667,851,2803.845891
4052.67,414,2805.510494
4879.62,340,2806.899149
2772.125333,1022,2809.770792
-3983.628,794,2812.323659
-33.656762,1982,2817.095217
4590.624,340,2818.506483
3901.722667,1078,2821.459654
-5664.817524,1852,2828.875657
2736.898667,1480,2832.543806
-6277.476667,1778,2836.029513
-8598.004095,2597,2840.707926
-3914.142667,621,2845.529068
2839.109333,1011,2848.313058
4293.118571,423,2849.795937
-5319.958667,1347,2853.386431
-3894.318667,572,2855.43087
-4641.896667,1525,2859.412783
4287.017238,414,2861.020354
-7965.558667,2322,2865.359756
4541.182667,340,2866.725791
3061.756476,1286,2872.846075
-4532.506667,851,2875.392388
2313.655333,1216,2878.713629
2292.434667,1274,2882.080653
-4733.895333,949,2884.704051
4271.492667,414,2886.400737
-5719.120381,2089,2890.397979
2185.386,1303,2896.799008
-4575.232,802,2899.194389
4582.214,340,2900.576501
-4946.412667,1382,2903.970484
-5569.027333,1391,2907.4447
-3597.244,945,2910.170052
3752.001333,735,2912.708019
2195.682,1320,2916.242063
1671.796952,1887,2923.663999
-5295.323619,1340,2927.381461
-4410.846,785,2929.938713
3455.956476,1209,2932.957148
-4463.455714,1175,2935.958306
2861.633143,1156,2938.988245
4762.852667,340,2940.391161
4494.593333,340,2944.738257
-4806.175333,1064,2947.913213
-7020.702571,2426,2952.137316
3381.667238,1198,2955.311432
2054.236,1239,2958.65843
-5133.659714,1677,2962.762484
-4340.803333,721,2968.108011
-5009.26,1298,2971.668328
1777.386,1405,2975.399811
3235.286,1175,2978.737375
-4159.361333,740,2981.155575
-4804.218,1470,2984.750731
-4951.564,1119,2987.911342
