#{"t_start": 1762047345.979916, "env_id": "None"}
r,l,t
125.742245,916,256.48439
-2279.839905,908,258.537955
-2412.492548,1213,261.203941
188.869401,1030,263.696245
-2877.592912,1276,269.170189
770.209288,1150,271.691628
1601.67779,886,273.87652
1370.38003,340,275.065058
1744.876954,659,276.837787
40.055274,942,278.958201
1369.369027,1297,281.620017
-2419.800059,1104,284.067619
1336.148198,340,285.234589
253.666282,1207,290.138555
1010.768525,423,291.349782
303.864235,1024,293.651449
244.309861,1115,296.146594
133.459342,1075,299.253983
380.666381,894,302.207167
1029.474076,414,303.750786
1268.442916,684,306.007746
-717.697322,659,307.753604
-3287.106789,1667,311.69307
-2589.249851,979,317.715311
-1961.39097,739,319.877086
700.654109,1175,322.706675
519.168295,1155,325.632366
-2450.850016,1496,329.059729
-1788.149375,556,330.949108
-1680.20751,1193,333.788371
686.404542,1302,339.663357
-1760.637919,542,341.499925
-3183.311767,1498,344.949436
-1812.657449,820,347.238945
-2432.429554,1175,349.976213
-2241.227379,987,352.542801
-1867.801918,739,354.705692
-2203.723867,822,357.076088
-1815.275165,784,359.243868
-3120.061396,1286,365.053493
-2122.655992,798,367.180458
-1960.132855,726,369.366609
401.263651,696,371.389499
-2086.49732,920,373.711051
846.610742,611,375.745842
-1313.856311,991,378.377982
1698.423504,340,379.711336
1588.628689,547,381.54478
-578.380308,1220,384.663538
206.743724,846,389.686597
-2280.510067,958,392.108119
-2297.192202,1062,394.655869
-1541.609924,1048,397.236697
180.540662,1062,399.826833
-2216.510152,1715,403.476379
-1950.686436,750,405.706405
643.581604,1246,411.570321
-640.034606,1378,414.705641
359.809591,1167,417.420234
555.552296,913,419.930833
-2075.415943,940,422.536133
820.069972,1208,425.446233
-2182.723468,971,427.988205
1040.799171,414,429.376098
1125.76321,340,430.765074
498.087656,830,435.695743
863.478189,445,437.229404
-2722.048454,1653,440.506292
-585.900489,1245,443.470442
836.54536,901,445.936293
933.175631,414,447.340586
1733.509605,340,448.641411
673.503994,1153,451.467754
282.940765,888,454.05099
-1728.635843,640,455.949557
-2428.172812,1051,461.194773
1181.945873,414,462.558106
880.143604,638,464.498073
981.660746,622,466.520179
-1658.148519,603,468.337831
-3041.999685,1569,471.935821
1114.200629,1064,475.299972
1021.164908,414,477.133925
-1181.901091,1806,485.005566
364.143463,915,487.83652
1389.679707,340,489.402387
-2944.963739,1261,493.004014
-2073.278166,731,495.506841
118.726852,1389,499.196911
61.213904,959,502.195561
-2536.687958,973,504.871472
-1979.707276,873,507.243562
-2727.726081,1169,513.437818
-2601.676445,1472,516.85111
330.915244,756,519.297696
1130.388376,340,520.828914
1041.143122,414,522.427444
1191.812397,340,524.064352
-1693.131583,990,526.996385
-2663.452078,1193,530.853383
96.543654,1077,534.173745
26.568999,1350,541.521137
1290.567611,340,543.125222
-671.279844,1145,546.471488
-3490.376259,1600,550.134303
516.060059,789,552.758252
-1553.199666,513,554.871112
913.649441,414,556.609331
-1371.593101,2052,561.338609
-439.877533,845,567.350294
-969.081178,1721,571.250814
1130.579215,788,574.272839
-2612.219449,1268,577.930505
-3300.031942,1591,581.852652
-2104.989216,955,584.792685
846.365099,809,587.360087
-26.620536,1032,592.950644
-2430.671496,1184,595.98495
-2138.682961,924,598.432846
-4113.458042,1967,602.625302
-1940.90939,1037,604.986132
-2039.771305,912,607.332893
-2518.502744,1207,610.274966
-703.331323,1452,616.552668
289.583672,1331,619.71997
-2042.392197,844,622.092766
-2304.263826,961,624.177005
957.32248,759,626.473965
-3019.957261,1254,629.561465
1027.345968,955,632.137031
1012.135142,750,634.414386
-1460.047913,1037,639.948406
-1362.30379,1000,642.724229
-508.910752,1270,645.85809
-419.525737,1440,649.15101
-1221.484994,919,651.537216
1049.335629,411,652.915926
-1006.549654,1113,655.224149
-2494.296465,1073,657.97155
1615.463645,899,663.143621
731.200499,817,665.398174
-1044.465639,2016,669.89412
-683.174324,1424,673.25822
-696.399859,1610,676.833864
175.86928,873,679.404381
-252.085635,1036,685.237674
758.055698,847,687.618995
-2285.833046,970,690.23347
-449.93987,1198,693.139968
-2796.4925,1669,696.115227
-62.224388,1191,699.138623
-1982.989998,705,701.282742
-2981.362895,1432,707.429271
-2366.456245,1146,710.092991
-2202.374473,859,712.606237
-2797.581882,1247,715.674861
-2538.776195,969,718.346825
-3533.602534,1895,722.541201
-1823.242314,728,724.757872
1091.253898,970,727.254096
1340.538101,340,731.432501
-225.606589,1060,734.373107
