#{"t_start": 1762006185.3957653, "env_id": "None"}
r,l,t
-1373.134667,995,322.609117
-2424.604667,1166,326.928328
-1089.816,866,329.586227
-1134.178667,764,332.072898
-1642.656,835,334.751248
-1871.705333,960,337.728764
-1477.31,753,348.23795
-2334.006667,1177,351.179976
-899.55,811,353.845348
-2579.038667,1245,357.123905
-2382.091333,1206,360.09567
-1148.838667,1113,363.139163
-266.394667,340,364.680461
-2420.284667,1245,368.19259
-1613.751333,1117,380.393277
-2535.855333,1287,383.631464
-3183.631429,2359,389.925116
-1566.666,805,392.447695
-1857.544,942,395.240699
-295.003333,340,396.879162
-1677.933333,858,399.404997
-1342.52,697,401.616801
-1445.558,1052,413.087741
-1313.919333,697,415.805888
-979.553333,1236,419.213575
-2261.828,1149,422.277166
-1917.968667,972,424.864546
-563.639333,756,427.497122
-1794.183333,902,430.117694
-541.655333,655,432.313367
-1225.856667,789,435.622213
-1091.548,585,444.791709
-1663.966,844,448.624821
-1432.990667,1116,453.070921
-1629.825333,829,456.089762
-1628.754667,828,459.192239
-608.12,340,460.686594
-694.475333,938,463.558515
-1270.388,666,465.659901
-2010.807333,1464,469.439736
-778.241143,418,471.042795
-384.019333,547,480.919811
-170.768,340,482.341235
-3451.132,2185,487.14897
-1430.544667,730,489.688251
-1045.416,828,492.081529
-2324.404,1480,496.119534
-782.494,414,497.853085
-1892.967333,1229,501.127002
-1673.022667,863,511.014236
-2707.232,1294,513.655864
-744.962,1021,516.555206
-1486.920571,828,519.257266
-1086.595238,1084,522.016547
-2198.512667,1054,524.920155
-1629.982,828,527.428098
-2135.477333,1082,530.683403
-1999.604,944,540.547265
-2153.910667,1090,543.380395
-1271.744,1145,546.36147
-770.834667,414,548.384432
-2356.373333,1196,554.121641
-2388.384667,1203,559.278009
-1410.556,722,563.551026
-2051.810667,1035,568.974383
-1784.543333,1081,574.303169
-2375.598571,1379,591.192619
-1647.034,778,594.652574
-1807.608667,858,598.452123
-946.469333,936,602.548972
-1653.732,1587,607.660944
-959.195333,990,611.335173
-1390.245714,725,614.234713
-2028.525333,1226,627.456796
-3075.518095,1759,635.346989
-774.512,414,637.050979
-760.726667,414,638.650939
-2193.943333,1086,642.264826
-247.160667,770,645.33634
-1420.124,732,648.517525
-1967.988667,1018,652.182455
-578.104,693,655.841567
-945.045333,1034,674.649022
-1303.14,672,678.594479
-2293.557429,1164,684.630125
-2454.510667,1233,688.585002
-1226.172,566,690.66733
-2325.813333,1174,694.437569
-1447.844,751,698.114678
-617.710667,340,700.362696
-2519.628,1261,705.229776
-1751.434667,901,719.202731
-753.580667,841,722.52458
-508.747333,340,724.127294
-2717.214,1735,728.473029
-840.993333,584,730.611336
-2998.930667,1440,733.631373
-185.392,340,735.340683
-1714.769333,1290,740.119705
-1655.493333,865,742.90758
-1788.233333,894,754.219121
-1163.349333,843,757.157565
-1823.942,942,760.223441
-1277.260667,671,762.709073
-1241.186667,933,765.633973
-1666.114,866,768.827039
-1875.299143,1218,772.146894
-1919.201333,988,774.870123
-816.557333,925,777.632448
-1476.408667,760,787.316568
-1649.859333,851,790.259597
-2088.784667,988,793.106108
-2169.779333,1980,798.45334
-1946.034667,980,801.432924
-1595.953333,830,804.159791
-2470.875905,1406,808.87047
-398.498,340,810.930111
-2108.935714,1487,823.333908
-1324.255238,1026,826.056373
-1829.881333,923,829.48136
-2150.815333,1103,832.602671
-2456.380667,1247,835.847639
-155.980667,340,837.457706
-2142.410667,1020,840.824538
-3583.664,1750,852.067754
-1792.595333,831,854.784014
-958.392,950,858.058236
-1183.410667,1096,861.148585
-1009.901333,963,864.142111
-1149.052,600,866.259898
-3096.805333,1550,870.288909
-1928.778667,975,873.492552
-168.283333,340,874.969523
-676.166667,665,884.286281
-466.766667,629,886.438943
-714.132667,703,888.912749
-799.528667,992,892.844241
-1888.734667,969,896.41748
-1812.89,936,899.193222
-1042.742,970,902.155899
-390.562,887,904.753961
-1381.269333,1087,907.733499
-1935.645333,987,919.407426
-792.996381,424,921.373043
-831.2,972,923.885305
-397.498,340,925.463619
-2041.542667,1248,928.703236
-2371.394,1188,931.852381
-1883.022,960,934.665075
-1734.33,813,937.196575
-1132.475333,1012,940.039687
-2256.061333,1827,952.728796
-213.277333,340,954.323457
-2671.657238,1357,957.933508
-1794.396,920,961.800901
-2140.728,1549,967.608894
-995.738667,939,971.636715
-1883.96,980,976.109791
-549.316,511,978.946368
-1219.188667,650,993.72952
-2237.921333,1063,998.16722
-1611.542667,1324,1003.243161
-2381.291333,1210,1008.484454
-2102.930667,1059,1012.955366
-277.201333,340,1015.164081
-597.828,908,1019.137025
-1045.291238,1169,1256.346065
-2720.448,1812,1279.00895
-789.828381,431,1281.033714
-591.202667,798,1285.608442
-1850.501333,925,1288.903446
-2743.95,1316,1292.431479
-1364.286,697,1295.173282
-474.64,617,1297.301934
-3393.683619,1791,1302.049037
-456.261333,340,1303.913789
-1684.744,1199,1315.337367
-1261.354667,653,1318.328841
-1673.628667,840,1321.935169
-2021.041333,1046,1325.283763
-1058.605333,738,1327.863988
-2189.226,1047,1330.994995
-2045.665333,1038,1333.778606
-1799.451333,1328,1337.309843
-1499.424,1001,1348.983316
-477.217333,682,1351.730023
-2632.473333,1823,1356.375929
-1721.867333,1132,1359.292526
-1482.478667,757,1361.845341
-3310.168,1969,1366.536551
-1625.594,1270,1378.521402
-1798.096667,1481,1382.562201
-647.59,783,1384.909909
-2410.384,1230,1388.050946
-1772.966667,928,1391.081182
-1970.881333,1019,1394.225941
-1665.797333,854,1396.818092
-1833.248667,939,1399.668059
-2449.377333,1250,1410.618863
-1622.214,836,1413.251796
-623.372,739,1415.717422
-1538.950667,1193,1418.877705
-1948.858667,928,1421.578624
-1993.378667,1006,1424.28173
-613.053333,340,1425.736505
-575.817333,798,1428.235529
-1441.614,1087,1431.206154
-1955.724,933,1442.592541
-1074.411333,1042,1445.784775
-770.614381,410,1447.344546
-1504.86,768,1449.775481
-1725.197333,1064,1452.65361
-37.338667,340,1454.182235
-1699.424,873,1456.72752
-792.779333,414,1458.351299
-220.651333,340,1459.909178
-770.225143,413,1461.430112
-774.832381,410,1463.170979
-1533.384667,780,1465.813904
-2020.889333,1029,1476.528801
-376.919333,712,1478.861312
-891.816667,814,1481.284842
-1107.588667,967,1483.754356
-908.939333,915,1486.432089
-1229.188,1060,1489.768757
-1633.22,1100,1493.559269
-2452.396667,1470,1499.11927
-2666.382667,1297,1510.347094
-1834.221333,1276,1514.334758
-2140.726,1092,1517.732261
-1786.092667,1461,1521.687163
-2180.301333,1036,1524.418718
-1975.035333,999,1529.333206
-349.006,340,1531.425895
-296.1,340,1533.636549
-2348.961333,1209,1538.583454
-1224.277333,635,1555.0618
-1624.744667,827,1558.963323
-331.346,340,1561.168637
-756.438667,414,1563.413822
-1086.300667,753,1567.599551
-613.081333,340,1569.806323
-1097.888667,1034,1574.704439
-1723.754476,1048,1579.622678
-817.83,1035,1585.132326
-1756.12,1583,1750.797891
-2576.653238,1481,1773.922462
-567.354667,663,1777.808956
-465.736667,739,1780.837409
-1911.15,1499,1784.75576
-538.312667,901,1787.469279
-375.312,340,1789.120442
-1429.948,722,1791.887409
-1092.240667,987,1795.037881
-1629.352,857,1798.107058
-284.59,340,1810.132539
-1334.165333,708,1812.739512
-1756.916,887,1815.492598
-2255.17,1141,1818.666749
-1787.9,923,1822.332456
-928.029333,1134,1825.349407
-1340.076,745,1827.839107
-1568.763333,1364,1831.483994
-1932.918,913,1833.867366
-1352.626,965,1844.203353
-554.562,975,1847.048358
-1744.273619,971,1849.847259
-1440.627333,747,1852.356881
-612.098,669,1854.854354
-243.096,340,1856.386036
-1572.224,812,1859.090513
-2415.396,2139,1864.369096
-863.872667,971,1874.813701
-1079.26,1007,1877.683132
-2787.313905,1893,1882.55032
-1829.682667,980,1885.959006
-2153.536667,1094,1889.074811
-1691.610667,863,1891.705913
-1210.034,931,1894.60522
-1465.827333,1134,1907.648377
-2464.482667,1255,1910.802607
-2494.127333,1205,1914.381048
-4913.184,2588,1919.952736
-1321.686,1414,1923.49685
-1983.572667,1014,1926.448939
-2787.408667,1386,1937.423651
-826.452,767,1939.867167
-897.021333,1037,1942.820828
-1932.642,1681,1947.451163
-271.226667,340,1949.011079
-1998.03,1001,1952.036703
-2048.611333,1005,1954.760791
-1603.388667,759,1957.437744
-1380.161333,1049,1967.602866
-1378.990667,1083,1970.497458
-2210.459333,1077,1973.004171
-1879.214667,961,1975.881891
-1475.428,1242,1980.036218
-1071.77,974,1982.817935
-2047.309333,1092,1985.704579
-3376.112667,1702,2004.016149
